ticket_id,model,lokasyon_tipi,musteri_memnun,siparis_suresi_dk,masa_sayisi
T1959,Sube_A,sanayi,evet,13,13
T1960,Sube_B,avm,evet,13,21
T1961,Sube_B,avm,evet,8,40
T1962,Sube_A,sanayi,hayir,8,9
T1963,Sube_A,sanayi,evet,10,13
T1964,Sube_A,sanayi,hayir,9,10
T1965,Sube_B,avm,evet,8,23
T1966,Sube_A,sanayi,evet,14,19
T1967,Sube_A,sanayi,evet,13,18
T1968,Sube_A,avm,evet,8,33
T1969,Sube_B,sanayi,evet,15,19
T1970,Sube_B,avm,evet,9,33
T1971,Sube_A,sanayi,hayir,14,8
T1972,Sube_B,sanayi,hayir,8,14
T1973,Sube_B,avm,hayir,10,35
T1974,Sube_B,avm,evet,14,21
T1975,Sube_A,sanayi,hayir,13,11
T1976,Sube_B,avm,evet,10,38
T1977,Sube_B,sanayi,evet,10,15
T1978,Sube_B,avm,evet,15,28
T1979,Sube_A,avm,evet,15,26
T1980,Sube_B,avm,evet,13,27
T1981,Sube_A,sanayi,hayir,10,19
T1982,Sube_B,avm,evet,15,36
T1983,Sube_A,sanayi,evet,14,12
T1984,Sube_B,avm,evet,8,40
T1985,Sube_A,sanayi,evet,10,16
T1986,Sube_A,sanayi,hayir,10,18
T1987,Sube_B,sanayi,evet,13,11
T1988,Sube_B,avm,evet,13,23
T1989,Sube_B,sanayi,hayir,10,18
T1990,Sube_B,avm,evet,11,40
T1991,Sube_B,avm,evet,9,22
T1992,Sube_B,avm,evet,15,22
T1993,Sube_B,avm,evet,8,22
T1994,Sube_B,sanayi,evet,10,15
T1995,Sube_B,avm,evet,15,32
T1996,Sube_A,avm,evet,11,22
T1997,Sube_A,avm,evet,12,21
T1998,Sube_A,avm,evet,10,26
T1999,Sube_A,sanayi,hayir,15,20
T2000,Sube_A,sanayi,hayir,10,15
